谜面,谜底
谜面：乡下俊妞 （离合字）,谜底：佳人土土
谜面：小小少年，很少烦恼。 （打一饮料商标）,谜底：娃哈哈
谜面：小说《怒火》 （打俗语三字）,谜底：书生气
谜面：鹤发童颜不老翁 （打一《水浒传》诨名）,谜底：一丈青
谜面：侵略战争 （打《桃花源记》一句）,谜底：武陵人
谜面：安得广厦千万间 （打一词曲牌名，上楼格）,谜底：有所思
谜面：窃以为不可自大 （打一成语，掉尾格）,谜底：做贼心虚
谜面：未来成果多 （打一字）,谜底：哆
谜面：不大检点 （打二字数学名词）,谜底：小数
谜面：南京盛夏 （打一节气名）,谜底：小暑
谜面：依然一脸淫邪气 （打一成语）,谜底：面不改色
谜面：太阳出，冰山融。 （打四字礼貌用语）,谜底：光临寒舍
谜面：赝品陈列室 （打二字学校用语）,谜底：放假
谜面：颠倒了唐明皇 （打一台湾地名）,谜底：基隆
谜面：东风吹醒陕西地 （打二字战国人名）,谜底：苏秦
谜面：昼夜生产 （打三字教育用语）,谜底：全日制
谜面：戴宗飞步下江州 （打四字邮政用语）,谜底：特快专递
谜面：老面子 （打二字中药名）,谜底：陈皮
谜面：天波府重振雄风 （打三字南宋人名）,谜底：杨再兴
谜面：火灾中心 （打一成语，双钩格）,谜底：不着边际
谜面：述说湖南掌故 （打三字《红楼梦》人名）,谜底：史湘云
谜面：不讲粗话 （打一科目名）,谜底：语文
谜面：先生妙笔能生花 （打三字西汉人名，卷帘格）,谜底：卓文君
谜面：西湖歌舞几时休 （打二字战国人名）,谜底：赵奢
谜面：文远不识文长知 （打一成语）,谜底：生张熟魏
谜面：笑口常开 （打一首都名）,谜底：多哈
谜面：马嵬坡上寄哀思 （打二字体育项目）,谜底：吊环
谜面：木头霉变 （打二字气象名词）,谜底：梅雨
谜面：闲不住 （打俗语四字）,谜底：思想工作
谜面：专营翡翠与玛瑙 （打一《红楼梦》人名）,谜底：贾宝玉
谜面：裹足不前 （打三字数学用语）,谜底：解方程
谜面：牛羊住一起，羊尾都挤偏。 （打一字）,谜底：羞
谜面：切豆腐 （打二字数学名词）,谜底：开方
谜面：只看不买 （打二字礼貌用语）,谜底：光顾
谜面：童话 （打二字春秋时期人名）,谜底：小白
谜面：双雕 （打一成语）,谜底：左右为难
谜面：零售 （打一国家名，梨花格）,谜底：丹麦
谜面：相聚日稀怨日增 （打一成语）,谜底：少见多怪
谜面：秀才不出门 （打三字电信用语）,谜底：全球通
谜面：大有燎原之势 （打一唐代人名）,谜底：孟浩然
谜面：唐宋元……民国 （打一节日）,谜底：清明节
谜面：又添了一口 （打一字）,谜底：亟
谜面：夜间鸿鸟飞 （打一广东地名）,谜底：江门
谜面：酸甜苦辣咸，一时全尝遍。 （打三字中药名）,谜底：五味子
谜面：男儿当自强 （打一《三国演义》人名）,谜底：孙坚
谜面：夜阑卧听风吹雨 （打一央视栏目）,谜底：朝闻天下
谜面：四川百姓 （打一首都名）,谜底：巴黎
谜面：一元八角六分 （打二字作家）,谜底：三毛
谜面：掩盖历史 （打二字国家名）,谜底：蒙古
谜面：竞聘职位成功 （打三字口语）,谜底：想当然
谜面：“含笑看吴钩” （打二字运动项目）,谜底：花剑
谜面：云开方见月 （打二字计生名词）,谜底：二胎
谜面：位居五爵不平凡 （打二字热词）,谜底：男神
谜面：恨海难填精卫情 （打五字电脑小游戏）,谜底：愤怒的小鸟
谜面：山东省、河南省 （打四字电视栏目）,谜底：鲁豫有约
谜面：昨晚西风过园林 （打四字文明用语）,谜底：必有重谢
谜面：颜渊曰 （打一自然现象）,谜底：回声（回音）
谜面：容易 （打二字戏曲表演形式）,谜底：变脸
谜面：早晚都有水 （打二字自然现象）,谜底：潮汐
谜面：2016 （打一传统智力玩具）,谜底：九连环
谜面：恭喜添丁 （打三字词牌名）,谜底：贺新郎
谜面：不练功夫来猜谜 （打四字《水浒传》典故）,谜底：武松打虎
谜面：早晨人人露笑脸 （打四字民族美食）,谜底：朝鲜冷面
谜面：老大宋公明 （打二字中国河流）,谜底：长江
谜面：哥哥就怕弟弟骄傲 （打两个节气）,谜底：大寒，小满
谜面：恰似双眼挂泪花 （打一常用软件）,谜底：QQ
谜面：相公金榜题名 （打二字古官职名）,谜底：郎中
谜面：三十分钟过泉城 （打中央电视台电视栏目名）,谜底：经济半小时
谜面：仙人在哪 （打一省份名）,谜底：山西
谜面：讲文明，讲礼貌。 （打二字明朝年号）,谜底：宣德
谜面：视同陌路 （打二字戏剧人物）,谜底：张生
谜面：三连维护高速路 （打四字饮料名）,谜底：营养快线
谜面：喜从何来 （打二字生理名词）,谜底：胎盘
谜面：一个撤职，一个升官。 （打二字电信用语）,谜底：免提
谜面：真心巧变 （打二字工业名词）,谜底：化工
谜面：有时亦惆怅 （打四字饮料名）,谜底：非常可乐
谜面：梁祝化蝶 （打二字航空用语）,谜底：双飞
谜面：雨后重阳落木黄 （打二字《水浒传》人名）,谜底：雷横
谜面：有心安慰已太晚 （打一复姓）,谜底：尉迟
谜面：重复说要把谜猜 （打二字礼貌用语）,谜底：谢谢
谜面：总是说要做 （打三字酒名）,谜底：老白干
谜面：女儿们总要回娘家 （打一李白诗句）,谜底：千金散尽还复来
谜面：嫁得金龟婿 （打一明代作家）,谜底：归有光
谜面：日子全靠巧安排 （打二字食品商标）,谜底：旺仔
谜面：此公之后，必有奇才。 （打一生肖）,谜底：猴
谜面：同到陕西，听其琴声。 （打二字歌手名）,谜底：齐秦
谜面：可汗大点兵 （打四字网络名词）,谜底：官方补丁
谜面：求和不是安邦计 （打三字古籍名）,谜底：战国策
谜面：喋喋不休 （打三字电影名）,谜底：无间道
谜面：招手开口约廊下 （打二字歌手名）,谜底：刀郎
谜面：赌场骗子找骗子 （打四字国外电影）,谜底：千与千寻
谜面：神不知鬼不觉 （打三字口语）,谜底：明白人
谜面：黑白无常 （打二字贬称谓）,谜底：色鬼
谜面：衣来伸手 （打二字影视名词，秋千格）,谜底：穿帮
谜面：两耳不闻婚嫁事 （打二字河北地名）,谜底：邯郸
谜面：本月计划 （打二字节日名）,谜底：五四
谜面：反扣菜盘 （打三字中药名）,谜底：覆盆子
谜面：病房 （打一成语，双钩格）,谜底：别来无恙
谜面：拒绝参观比萨塔 （打一成语）,谜底：目不斜视
谜面：旧雨重逢须见宥 （打三字元代人名）,谜底：陈友谅
谜面：冰川解冻后，鸿鸟飞东坡。 （打一省区名）,谜底：江苏
谜面：出门不容易 （打一成语，掉尾格）,谜底：在所难免
谜面：从此点滴不含糊 （打二字中药名）,谜底：柴胡
谜面：指鹿为马者安在 （打一成语）,谜底：高而不危
谜面：无须挂齿 （打二字电信用语）,谜底：免提
谜面：鞠躬九十度 （打二字城市名，粉底格）,谜底：大理
谜面：婚礼进行曲 （打二字音乐用语）,谜底：配乐
谜面：八骏图集 （打二字首都名）,谜底：罗马
谜面：桃园结义音已断 （打一节气名）,谜底：立春
谜面：思君那得不悲伤 （打三字战国人名）,谜底：楚怀王
谜面：只怨初夏来 （打二字《红楼梦》人名）,谜底：惜春
谜面：贵州省 （打二字中药名）,谜底：川贝
谜面：秤准量足 （打二字礼貌用语）,谜底：保重
谜面：四川盆地居何方 （打二字国家名）,谜底：巴西
谜面：不演生旦丑末 （打二字文明用语）,谜底：干净
谜面：紫电青霜 （打二字体育项目）,谜底：重剑
谜面：边卒 （打三字药品名）,谜底：车前子
谜面：一局棋罢再登山 （打四字交通用语）,谜底：先下后上
谜面：再受禅依样画葫芦 （打四字西汉人名）,谜底：司马相如
谜面：五分钱 （打二字数学名词）,谜底：半角
谜面：深夜来访 （打二字计算机用语）,谜底：黑客
谜面：他方寸零乱，俺面庞瘦损。 （打三字明朝人名）,谜底：施耐庵
谜面：冬去春来又夏至 （打三字节日名）,谜底：中秋节
谜面：禁止强拆 （打二字《水浒传》人名）,谜底：杜迁
谜面：青梅煮酒论英雄 （打五字比赛用语）,谜底：下一个准备
谜面：久雨初晴 （打一中国城市）,谜底：贵阳
谜面：泉水枯竭 （打一节气名）,谜底：白露
谜面：合纵抗秦 （打三字集邮用语）,谜底：六方连
谜面：美人一直不得见，酒后失态卧川中。 （打一中国地名）,谜底：兰州
谜面：两眼泪双流 （打一软件名）,谜底：QQ
谜面：守口如瓶 （打二字语文用语）,谜底：别传
谜面：空欢喜 （打一古代人名）,谜底：白居易
谜面：否 （打三字教育用语）,谜底：不及格
谜面：闲中同伴遣愁心 （打二字《红楼梦》人名）,谜底：秋桐
谜面：相会在清晨 （打二字国家）,谜底：约旦
谜面：阵前摆宴 （打一河南地名）,谜底：安阳
谜面：察颜观色 （打二字战国人名）,谜底：张仪
谜面：豆腐西施 （打一成语，虾须格）,谜底：好事多磨
谜面：双双驯马去 （打一中国地名）,谜底：四川
谜面：甲子 （打四字体育用语）,谜底：并列第一
谜面：天下大白 （打二字中药名，秋千格）,谜底：百合
谜面：逐步奔小康 （打一《三国演义》人名）,谜底：徐庶
谜面：岁首待客不铺张 （打一中国地名）,谜底：山西省
谜面：宝玉出走牵连下人 （打一字）,谜底：定
谜面：弄璋之喜 （打二字学校称谓）,谜底：男生
谜面：吴公偶遇两头蛇 （打二字中药名）,谜底：蜈蚣
谜面：下围棋黑子输了 （打一《水浒传》人名）,谜底：白胜
谜面：芙蓉出金城 （打二字国家名）,谜底：荷兰
谜面：仙人已驾黄鹤游 （打一成语）,谜底：神不守舍
谜面：遇水变混浊 （打二字生物名词）,谜底：昆虫
谜面：萧何力荐大将才，潘安车出洛阳道。 （打六字成语）,谜底：言必信，行必果
谜面：知了知了 （打二字体育用语）,谜底：蝉联
谜面：往来无白丁 （打一春秋人名，碎锦格）,谜底：管仲
谜面：集体平反 （打一节气）,谜底：大雪
谜面：韩信十面埋伏 （打一《三国演义》人名）,谜底：关羽
谜面：若不造反，未必会乱。 （打一字）,谜底：举
谜面：八宝饭比八宝粥价廉 （打五字成语）,谜底：物以稀为贵
谜面：望穹苍 （打一歌手名）,谜底：张宇
谜面：轻舟逐浪送离愁 （打一字）,谜底：秋
谜面：金眼彪美髯公二次来访 （打一成语）,谜底：恩同再造
谜面：一人之下，万人之上。 （打二字教育用语）,谜底：职高
谜面：杜康井 （打一甘肃地名）,谜底：酒泉
谜面：节约用电，随手熄灯。 （打四字礼物用语）,谜底：请多关照
谜面：一行何许人也 （打一《西游记》人名）,谜底：唐僧
谜面：回看三兄换新貌 （打一中国地名）,谜底：四川
谜面：藕叶不厚 （打二字中药名）,谜底：薄荷
谜面：贤妻良母 （打一古人名）,谜底：妇好
谜面：霹雳一声光耀眼 （打四字电信业务）,谜底：来电显示
谜面：自成交易莫声张 （打三字唐代人名）,谜底：李商隐
谜面：夜夜谈箭术 （打二字礼貌用语）,谜底：多谢
谜面：上面有两个，底下有一对。 （打一字）,谜底：竺
谜面：先谈仁义，再谈买卖。 （打三字国家）,谜底：叙利亚
谜面：晶体结构 （打三字学校用语）,谜底：全日制
谜面：整容技艺 （打一学科名）,谜底：美术
谜面：秋叶正离离 （打一字）,谜底：和
谜面：城门失火 （打三字菜肴名）,谜底：烧带鱼
